message_text,class_label
"Water Connection Suspension Notice: Account 4439323292, dues Rs.13250. Avoid stoppage - pay now via https://hdfcnet-HK6gY.com/verify.",kyc_scam
Water bill for this month is Rs. 6282. Pay using official portal http://waterpay.example.in/receipt/vXoOg?amt=629&txn=aDqSsT7dG3&ref=sCQ9jtLD,benign
Gas Agency notice: Refill booking suspended for account 8327527723. Clear dues Rs.5234 at hxxp://utility-pay(.)in/verify/xApJNa now.,fake_payment_portal
Final notice from State DISCOM: Pending bill Rs. 8563. Pay immediately at https://tiny.one/zsUVIJ to avoid disconnection.,kyc_scam
Scheduled water supply interruption on 7 Jan 2024 for maintenance. Duration: 8:00 AM to 6:00 PM.,benign
Bank notice: Please ignore suspicious calls/SMS asking for OTP.,benign
Final notice from PowerCare: Pending bill Rs. 747. Pay immediately at https://tiny.one/pnPbJst to avoid disconnection.,account_block_scam
Electricity Dept. notice: Rs.13894 overdue on account 7776907336. KYC + payment required at https://ow.ly/kYcUTY to avoid cut.,fake_payment_portal
Cylinder delivery scheduled for 18 Sep 2024. Please keep Rs.4949 ready for driver.,benign
UPI refund pending. Claim now at hxxps://account-kyc(.)in/refund/Vj2cj?txn=FO7XJjt8vC&ref=5jfE613G,account_block_scam
Your electricity bill for this cycle is Rs. 6553. Use official portal https://discom.example.in/receipt/hZOuM.,benign
HP Gas Alert: Pending dues Rs.10862 on your account. Update KYC and pay at http://gasbill-3yaJ551.club/urgent immediately.,kyc_scam
BOI Security: Transaction of Rs.19366 from account 7800210174 is held. Verify identity at http://ebill-eG0wc.site/dues to release.,kyc_scam
WARNING: ALERT: Your bank account has been temporarily blocked. Verify KYC at https://t.co/PuPl4 immediately to restore access.,impersonation
ALERT: Water supply to your property will be disconnected for non-payment of Rs.3715. Act now: hxxps://gasbill-now(.)com/pay/my3SL,impersonation
Your electricity bill for this cycle is Rs. 9485. Use official portal https://billpay.example.in/receipt/dwi5E.,benign
"CESC Final Notice: Consumer 3355542080, pending payment Rs.7402. Pay via http://192.168.59.123/pay/OYHXDcJN before 8 PM or face disconnection.",impersonation
"Water Connection Suspension Notice: Account 5970495066, dues Rs.19777. Avoid stoppage - pay now via https://bsesdelhi-bill.U0Lutg.com/pay.",phishing_link
SIP of Rs.21866 processed for account 8320637775 on 23 May 2024. Ref: 13615680.,benign
UPI blocked: Your account 2116817327 flagged for review. Submit verification at https://icicisecure-p2WNku4X.com/login within 6 hours.,account_block_scam
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at hxxp://powerco(.)net/urgent/Dh8fx6x. Ref: 52807643",kyc_scam
Water bill for this month is Rs. 2460. Pay using official portal http://waterpay.example.in/account/F7oWl,benign
Safety advisory: Check hose & regulator periodically. For support contact helpline.,benign
Electricity bill overdue. Last date today. Pay Rs. 5954 via https://cutt.ly/Nke6fL1cQ,kyc_scam
"Transaction alert: Rs. 2545 debited. If not you, call bank helpline.",benign
Urgent: Gas bill Rs. 3182 overdue. Pay now: http://[gas-update-help.com]/pay/SMdVJ,fake_payment_portal
"PNG supply disruption warning: Account 1999442199, dues Rs.22741. Resolve payment at http://gasbill-mGHXjkj5.club/urgent immediately.",fake_payment_portal
Your LPG cylinder has been booked. Delivery expected on 3 Feb 2024. Order ID: 79226323.,benign
Your gas bill of Rs. 13686 is generated. Pay via authorized portal http://gascompany.example.in/receipt/7J8zx?txn=6TRMKnQqii,benign
Reminder: Water bill Rs.19082 due on 8 Feb 2024. Avoid late fees - pay at https://icicibank.com/secure/pay/mUMgIxXF,benign
Your UPI ID is being deactivated. Update bank KYC at hxxp://powerco(.)net/urgent/TxPZFw to continue using UPI services.,impersonation
"Load shedding schedule for your area: 11 Aug 2024, 12:00 PM-6:00 PM. Plan accordingly.",benign
KYC expired. Update within 2 hours to avoid account freeze: hxxps://is.gd/2pH8c,fake_payment_portal
"Transaction alert: Rs.17290 debited from account 7416456978. UPI Ref: 97543380. If not done by you, call 1800-XXX.",benign
LPG connection blocked. Reactivate by paying Rs. 4978 at https%3A%2F/is.gd/EHYviZ,kyc_scam
"PNG supply disruption warning: Account 2538700789, dues Rs.1215. Resolve payment at http://utility-xrJcUThjP.online/pay immediately.",phishing_link
Service update: Pipeline work in your area today. Water supply may be affected.,benign
"Dear customer, your account statement is ready. Access via official app http://bank.example.in/receipt/PSc3Z?txn=3a8T7ewCOl&ref=KBPtbzG0.",benign
Your water bill for March is Rs.24509. Due date: 7 Mar 2024. Pay online at https://hpcl.com/pay/6PHhIyfu,benign
TSSPDCL Alert: Unpaid bill Rs.9588 for consumer 5516139865. Pay through http://powerpay-LAlyXjE.store/now to prevent disconnection tonight.,kyc_scam
URGENT: Electricity connection will be DISCONNECTED today. Pay Rs. 731 now: https://tinyurl.com/EcSAohya,phishing_link
Your water account 0901311004 has no pending dues. Thank you for timely payment.,benign
Your UPI ID is being deactivated. Update bank KYC at hxxps://gasbill-now(.)com/pay/pwxTf to continue using UPI services.,account_block_scam
Your electricity account 2044779401 has a pending fine of Rs.5767. Regularize payment at https://torrentpower-rWan71.co.in/dues to avoid action.,kyc_scam
Gas subsidy of Rs.499 credited to your account for May. Check details at https://hpcl.com/pay/X73Ay8Ny,benign
Gas bill for September generated: Rs.6000 for account 7497693689. Due date: 21 Jan 2024. Pay at https://bsesdelhi.com/pay/bill/zVAnFnOH,benign
Water bill pending Rs. 3037. Pay today using https://tinyurl.com/uGy7Gb to avoid penalty.,impersonation
Gas connection termination notice for 8608267614: Rs.2564 overdue. Clear dues at https://bit.ly/484i523R to avoid disconnection.,kyc_scam
URGENT: Power disconnection imminent for 7705612065. Rs.1317 unpaid. Click hxxps://gasbill-now(.)com/pay/RDb8yA to settle and avoid interruption.,kyc_scam
Your electricity bill for this cycle is Rs. 6737. Use official portal http://billpay.example.in/receipt/SL9SB?uid=4XngNe&amt=1079&ref=syYVwSFO.,benign
WARNING: Water Board Notice: Unpaid bill Rs.17710 on account 3030662808. Supply will be cut today. Pay now: http://10.182.38.253/bill/ogmCuBeQ,phishing_link
Subsidy of Rs.472 applied to your electricity account 9122288022. Net payable: Rs.22349.,benign
Monthly water consumption for 4293398767: 393 kiloliters. Bill Rs.10848. Due 21 Jun 2024.,benign
DISCom Service: Rs.23639 overdue on your meter. Our technician will disconnect by 4 PM unless paid at: https://buff.ly/wIRXrla99,phishing_link
Meter reading for account 1584088693: 216 units consumed. Bill Rs.11399. Due 13 Apr 2024.,benign
Final reminder: Clear water dues Rs. 1197. Payment link: https://bit.ly/tcYq2,account_block_scam
Payment of Rs.22750 received for gas account 5919707182. Booking confirmed for next cycle.,benign
Bank security alert: 3 failed login attempts on account 6629648290. Secure your account now: hxxp://gas-supply(.)co/bill/MIK53zPQ,account_block_scam
Your LPG booking status: Order 19978144 confirmed. Estimated delivery: 18 Oct 2024.,benign
Your water account 0797124948 has no pending dues. Thank you for timely payment.,benign
Water bill for this month is Rs. 3050. Pay using official portal official portal,benign
Power disconnection scheduled for account 7128176772. Unpaid amount Rs.19760. Click to pay: http://gasbill-aTgjXbNr.club/urgent to avoid disruption.,kyc_scam
"PNG supply disruption warning: Account 8333402985, dues Rs.20102. Resolve payment at https://buff.ly/gG6sX immediately.",phishing_link
Reminder: Water dues Rs. 1084. Pay via official app official portal,benign
Meter reading for account 7502144557: 151 units consumed. Bill Rs.5008. Due 21 Dec 2024.,benign
LPG connection blocked. Reactivate by paying Rs. 8194 at https://cutt.ly/7CRBs,kyc_scam
Final reminder: Clear water dues Rs. 8774. Payment link: https://tiny[.]one/EJi3h,fake_payment_portal
Power disconnection scheduled for account 4505509553. Unpaid amount Rs.18306. Click to pay: hxxps://gasbill-now(.)com/pay/Dsx5wqlf0 to avoid disruption.,kyc_scam
UPI blocked: Your account 2861740028 flagged for review. Submit verification at http://electricity-xfntgS.xyz/pay within 6 hours.,impersonation
"Transaction alert: Rs.901 debited from account 5441094840. UPI Ref: 60153917. If not done by you, call 1800-XXX.",benign
HDFC Bank: Your debit card is blocked due to failed KYC. Reactivate at hxxp://waterservices(.)in/overdue/zxaHsCov before midnight.,phishing_link
Account 8567999603 flagged: Rs.13442 electricity bill overdue 30+ days. Immediate payment required at https://tinyurl.com/3qzjYL5xC.,impersonation
Final reminder from Gas Distributor: Rs.23590 pending. Avoid connection cut - pay now: https://icicisecure-sH4yH.com/login,fake_payment_portal
Your UPI ID is being deactivated. Update bank KYC at http://waterbill-P5l8FTl.top/now to continue using UPI services.,phishing_link
"Load shedding schedule for your area: 7 Sep 2024, 10:00 AM-2:00 PM. Plan accordingly.",benign
MCGM Water: Your account shows Rs.22770 overdue charges. Connection cut in 3 hours unless paid at: http://gasbill-PeLYFk9.club/urgent,fake_payment_portal
Monthly water consumption for 4101141735: 86 kiloliters. Bill Rs.6790. Due 26 Oct 2024.,benign
Card ending 2227 used for Rs.5143 at Restaurant. Not you? Call 1800 immediately.,benign
Your credit card bill of Rs.18071 is due on 17 Sep 2024. Pay at https://bsesdelhi.com/pay/bill/PlfT30I7 to avoid interest.,benign
Final notice from State DISCOM: Pending bill Rs. 2226. Pay immediately at https://bit.ly/pHETw to avoid disconnection.,fake_payment_portal
"Transaction alert: Rs.10921 debited from account 2041192599. UPI Ref: 42791543. If not done by you, call 1800-XXX.",benign
MGL Alert: Your CNG/PNG account has Rs.22491 dues. Pay now at hxxp://electricity-board(.)in/pay/0k91H before service is suspended.,impersonation
Meter reading for account 3388573708: 437 units consumed. Bill Rs.11910. Due 4 Apr 2024.,benign
Reminder: Gas charges Rs. 11325. Pay via official app https://lpgpay.example.in/receipt/fn3NY,benign
ALERT: BESCOM notice - Consumer ID 2324664146 has outstanding dues Rs.4492. Settle now to continue service: hxxp://powerco(.)net/urgent/97b3s3s,kyc_scam
ICICI Bank notice: Rs.4747 debit attempt flagged. Verify at hxxps://gasbill-now(.)com/pay/YJRZbzi to authorize or block the transaction.,kyc_scam
Power supply suspension due to non-payment. Clear Rs. 874 at https://discom-pay.in/portal/yYRgE,kyc_scam
Water bill generated for account 8164913202: Rs.17581. Please pay by 15 Jan 2024.,benign
Gas service suspended due to KYC issue. Update now at https://t.co/pj0F5QF6N,kyc_scam
Reminder: Water dues Rs. 5327. Pay via official app official portal,benign
Power supply suspension due to non-payment. Clear Rs. 3059 at https :// tinyurl . com/EKsvfN1R,account_block_scam
Final notice from State DISCOM: Pending bill Rs. 6805. Pay immediately at http://[discom-pay.in]/refund/QBhoO to avoid disconnection.,kyc_scam
Your LPG booking status: Order 51861468 confirmed. Estimated delivery: 16 May 2024.,benign
Subsidized water tariff of Rs.302 applied on account 4737444383. Payable: Rs.5498.,benign
WARNING: Gas Supply Alert: Rs.9387 overdue on your LPG/PNG account 4072811376. Pay immediately: https://ow.ly/5ZZgV,kyc_scam
Payment confirmed! Rs.14973 received for electricity account 0628354411. Ref: 92684474. No dues pending.,benign
Payment of Rs.16948 received for gas account 4356521403. Booking confirmed for next cycle.,benign
ALERT: Power Cut Warning: Bill Rs.6825 due for account 8269003808. Make payment immediately at https://sbibank-a7X1D.in/kyc/update or supply disconnects.,fake_payment_portal
Subsidy of Rs.310 applied to your electricity account 1196761113. Net payable: Rs.24563.,benign
"Dear customer, your account statement is ready. Access via official app http://securebank.example.in/bill/1HBGP.",benign
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at https://mahadiscom-hNn1HI.in/bill/pay. Ref: 04886171",phishing_link
"Transaction alert: Rs. 13104 debited. If not you, call bank helpline.",benign
Water supply will stop due to unpaid bill. Pay Rs. 4862 now: https://[h2o-pay.in]/track/pDmH5?ref=gTod4nog&txn=uDQi78jO2D&amt=2349,phishing_link
LPG connection blocked. Reactivate by paying Rs. 5117 at http://gas-update-help.com/login/BGCwA?txn=RZtr1VkAd7&amt=4904&uid=wlX8LB,impersonation
ALERT: BESCOM notice - Consumer ID 8904173013 has outstanding dues Rs.3666. Settle now to continue service: https://ow.ly/QK9h3J,impersonation
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at hxxps://myutility(.)co/bill/Zlvb0. Ref: 93392798",impersonation
Gas subsidy of Rs.73 credited to your account for December. Check details at https://bsesdelhi.com/pay/bill/4XQ8HV2U,benign
"Dear Customer, your net banking access is suspended. Complete re-verification at https://mahadiscom-Jxk2b18AW.in/bill/pay within 2 hours.",impersonation
Safety advisory: Check hose & regulator periodically. For support contact helpline.,benign
Your gas bill of Rs. 2538 is generated. Pay via authorized portal official portal,benign
Final notice: Water supply to your address will be stopped for non-payment of Rs.23157. Pay immediately: https://hdfcnet-qsbblcV.com/verify,phishing_link
"PNG bill generated for consumer 6334850148: 142 SCM, Rs.13552. Pay by 26 Aug 2024.",benign
Final notice: Water supply to your address will be stopped for non-payment of Rs.9655. Pay immediately: https://t.co/EWLc0q,phishing_link
Gas service suspended due to KYC issue. Update now at hxxps://t(.)co/yIhkO7O,kyc_scam
Payment confirmed! Rs.20239 received for electricity account 3866143033. Ref: 69867302. No dues pending.,benign
Rs.7336 electricity bill paid successfully. Transaction ID: 95813173. Thank you!,benign
Payment received for electricity bill Rs. 2324. Receipt: R530687.,benign
Gas subsidy pending. Confirm KYC instantly: https%3A%2F/t.co/LHLza,impersonation
Your electricity account 6127575162 is up to date. Next bill on 1 Jul 2024.,benign
Your LPG booking status: Order 31568824 confirmed. Estimated delivery: 27 Jan 2024.,benign
ALERT: BESCOM notice - Consumer ID 1304748331 has outstanding dues Rs.5027. Settle now to continue service: https://indanegas-SfKlGcRAt.in/bill,phishing_link
Service update: Pipeline work in your area today. Water supply may be affected.,benign
Your credit card bill of Rs.2018 is due on 11 Nov 2024. Pay at https://axisbank.com/online/abXPz4jd to avoid interest.,benign
Your bank account will be deactivated in 24 hrs due to incomplete KYC. Update at hxxp://utility-pay(.)in/verify/egzop now.,impersonation
Axis Bank: Account 5532687754 requires annual KYC update. Complete at http://fastpay-khwmw64h3.cc/bill to prevent service suspension.,account_block_scam
"Dear Consumer, Water Dept. has recorded Rs.19173 pending dues for account 9441988116. Pay: https://rb.gy/WSCcYOo4G to avoid disconnection.",fake_payment_portal
"Dear customer, your account statement is ready. Access via official app http://bank.example.in/pay/DjITE.",benign
Payment confirmed! Rs.856 received for electricity account 7030872611. Ref: 15679340. No dues pending.,benign
Safety advisory: Check hose & regulator periodically. For support contact helpline.,benign
MCGM Water: Your account shows Rs.21894 overdue charges. Connection cut in 3 hours unless paid at: http://10.206.25.120/bill/Q1DlvJ26U,fake_payment_portal
"Transaction alert: Rs.22733 debited from account 7349383839. UPI Ref: 63526902. If not done by you, call 1800-XXX.",benign
KYC updated successfully for account 6219790950. No further action required.,benign
Transaction alert: Rs. 12227 credited. Ref: R740411.,benign
Your water account 3602184704 has no pending dues. Thank you for timely payment.,benign
Your electricity bill for the month of June is Rs.18831. Due date: 18 Apr 2024. Pay at https://indane.co.in/paybill/faI6hSrO,benign
Your water account 6604269785 has no pending dues. Thank you for timely payment.,benign
Scheduled water supply interruption on 20 Jun 2024 for maintenance. Duration: 12:00 PM to 8:00 PM.,benign
Reminder: Water bill Rs.862 due on 2 May 2024. Avoid late fees - pay at https://hpcl.com/pay/3nm0tR91,benign
LPG subsidy blocked due to KYC issues. Update & pay Rs.1798 at https://rb.gy/electricity-dues to restore benefits. Ref: 60424308,impersonation
Subsidized water tariff of Rs.115 applied on account 4249053866. Payable: Rs.13278.,benign
Your water bill for September is Rs.1380. Due date: 10 Jan 2024. Pay online at https://mahadiscom.in/consumer/pay/ZV6n8SDm?ref=34134108,benign
Payment confirmed! Rs.22285 received for electricity account 9594721128. Ref: 62349274. No dues pending.,benign
"Load shedding schedule for your area: 13 Oct 2024, 12:00 PM-8:00 PM. Plan accordingly.",benign
Your electricity account 6885971317 is up to date. Next bill on 28 Feb 2024.,benign
KYC expired. Update within 2 hours to avoid account freeze: https://gov.in@rb.gy/K3Xh70u8Q,kyc_scam
EMI of Rs.8352 auto-debited from account 8942026232 on 14 Jun 2024. Loan account updated.,benign
Gas connection termination notice for 4792979656: Rs.985 overdue. Clear dues at https://buff.ly/tugws to avoid disconnection.,phishing_link
KYC expired. Update within 2 hours to avoid account freeze: https://[is.gd]/fRT8LjI,impersonation
Final reminder from Gas Distributor: Rs.14315 pending. Avoid connection cut - pay now: http://10.212.194.167/bill/92JD7q2,phishing_link
Payment of Rs.9315 received for gas account 7933980065. Booking confirmed for next cycle.,benign
Reminder: Water bill Rs.7671 due on 27 Sep 2024. Avoid late fees - pay at https://pgvcl.com/ebill/EnrSfnIY,benign
UPI blocked: Your account 0891480661 flagged for review. Submit verification at http://gasbill-SWl6mAo9.club/urgent within 6 hours.,account_block_scam
Payment received: Water charges Rs. 5352. Receipt: R842501.,benign
"PNG supply disruption warning: Account 8935302826, dues Rs.9246. Resolve payment at hxxp://electricity-board(.)in/pay/OqdZAhs immediately.",phishing_link
Your water bill for November is Rs.8880. Due date: 28 Aug 2024. Pay online at https://cesc.co.in/pay/0Xhxoiyh,benign
Account 5182983748 flagged: Rs.7665 electricity bill overdue 30+ days. Immediate payment required at https://axisbank-ro42cdh.in/confirm.,impersonation
URGENT: Electricity connection will be DISCONNECTED today. Pay Rs. 3627 now: https://is.gd/4XaI2D1tk,fake_payment_portal
Your LPG booking status: Order 06260749 confirmed. Estimated delivery: 2 Feb 2024.,benign
Monthly water consumption for 8650967583: 311 kiloliters. Bill Rs.18388. Due 27 Sep 2024.,benign
NEFT transfer of Rs.11583 to 7730444187 successful. UTR: 32090901. 22 Oct 2024,benign
Power outage in your area due to maintenance work on 16 Jul 2024. Expected restoration by 6:00 PM.,benign
Scheduled maintenance tomorrow 10:00-14:00. Expect brief outage.,benign
GAIL notice: Rs.12540 pending for gas consumer 6344515985. Settle at http://192.168.209.232/pay/8Oblo within 24 hours to retain connection.,kyc_scam
"Dear Consumer, Water Dept. has recorded Rs.4029 pending dues for account 5907001709. Pay: https://torrentpower-BSnBIfN.co.in/dues to avoid disconnection.",phishing_link
Your gas bill of Rs. 12020 is generated. Pay via authorized portal http://lpgpay.example.in/account/00WGo,benign
Your account statement for October is ready. View at https://netbanking.hdfcbank.com/pay/HqCY9AYJ,benign
Gas subsidy pending. Confirm KYC instantly: hxxps://tiny(.)one/ii51d6CO,account_block_scam
Your monthly electricity consumption: 320 units. Bill amount Rs.24630. Pay by 22 Feb 2024.,benign
UPI refund pending. Claim now at https://rb.gy/WgVrgrW,account_block_scam
WARNING: Gas Supply Alert: Rs.15476 overdue on your LPG/PNG account 1479420622. Pay immediately: https://axisbank-rQ9pj.in/confirm,phishing_link
Water bill generated for account 9094497544: Rs.12932. Please pay by 15 Nov 2024.,benign
UPPCL Consumer Alert: Bill of Rs.1951 overdue. Update KYC and pay online: http://bankverify-qAGl55eBL.info/kyc. Avoid disconnection today.,impersonation
Your loan application 29490538 is approved. Disbursement of Rs.4131 by 20 Oct 2024.,benign
Your monthly electricity consumption: 465 units. Bill amount Rs.13136. Pay by 18 Mar 2024.,benign
Scheduled power maintenance on 18 Jun 2024 from 6:00 AM to 8:00 PM. Inconvenience regretted.,benign
"Dear customer, your account statement is ready. Access via official app official portal.",benign
Gas Agency notice: Refill booking suspended for account 6373048711. Clear dues Rs.6158 at hxxp://electricity-board(.)in/pay/FdM4vXI now.,fake_payment_portal
Final warning from Water Board: Rs.5555 pending for 7651361647. Verify & pay at https://torrentpower-djXIgF.co.in/dues before 6 PM today.,impersonation
UPI refund pending. Claim now at https://tiny.one/bqDVzK9dB,kyc_scam
Meter reading for account 1764424462: 289 units consumed. Bill Rs.13758. Due 23 Jun 2024.,benign
Urgent: Suspicious transaction of Rs.19052 detected on your account. Verify instantly: http://10.146.215.179/bill/mFkUZaqvv or account freezes.,phishing_link
"PNG bill generated for consumer 8546865396: 106 SCM, Rs.24682. Pay by 6 Nov 2024.",benign
Final reminder from Gas Distributor: Rs.7553 pending. Avoid connection cut - pay now: https://ow.ly/K9vWT,kyc_scam
Federal Bank Alert: Your account needs PAN linkage. Complete at https://shorturl.at/4xSQm before next billing cycle or face restrictions.,kyc_scam
Final reminder from Gas Distributor: Rs.21007 pending. Avoid connection cut - pay now: hxxps://gasbill-now(.)com/pay/1H8zez6C,fake_payment_portal
Power disconnection scheduled for account 4246574287. Unpaid amount Rs.11304. Click to pay: https://ow.ly/sg91cIU to avoid disruption.,impersonation
"Water Connection Suspension Notice: Account 6500603584, dues Rs.8207. Avoid stoppage - pay now via http://10.205.199.208/bill/Y61v1oI.",kyc_scam
Scheduled maintenance tomorrow 10:00-14:00. Expect brief outage.,benign
"Dear Consumer, Water Dept. has recorded Rs.5871 pending dues for account 7087985490. Pay: hxxps://myutility(.)co/bill/HyQEd12b to avoid disconnection.",impersonation
Meter reading for account 8860289677: 106 units consumed. Bill Rs.11065. Due 19 Mar 2024.,benign
IGL: PNG connection transfer request received. Processing time 7 working days. Ref: 23919644.,benign
Final notice from PowerCare: Pending bill Rs. 1565. Pay immediately at hxxps://cutt.ly/ojiRa to avoid disconnection.,phishing_link
Final notice: Water supply to your address will be stopped for non-payment of Rs.4360. Pay immediately: https://is.gd/K8kaxyzL,impersonation
"CESC Final Notice: Consumer 4459139253, pending payment Rs.24973. Pay via https://mahadiscom-rL0FQo7o.in/bill/pay before 8 PM or face disconnection.",phishing_link
SIP of Rs.17578 processed for account 8770851568 on 11 Aug 2024. Ref: 02294341.,benign
Your LPG booking status: Order 30205054 confirmed. Estimated delivery: 2 Oct 2024.,benign
Final notice from State DISCOM: Pending bill Rs. 7746. Pay immediately at hxxps://cutt(.)ly/qWZHp to avoid disconnection.,impersonation
WARNING: Gas Supply Alert: Rs.15062 overdue on your LPG/PNG account 3814431575. Pay immediately: https://torrentpower-9NMJ2.co.in/dues,impersonation
Water supply will stop due to unpaid bill. Pay Rs. 8922 now: hxxp://waterbill(.)support/verify/9T4Cx?amt=6484,phishing_link
Transaction alert: Rs. 727 credited. Ref: R966185.,benign
SBI Alert: Your account 4859768557 shows unusual activity. Confirm your details at http://ebill-lNPX9x6c.site/dues to prevent blocking.,account_block_scam
NOTICE: Electricity Board has flagged account 2225987669 for non-payment of Rs.13837. Pay via: https://axisbank-1FdJY1cL.in/confirm before midnight.,kyc_scam
URGENT: Your piped gas connection will be terminated for non-payment of Rs.21094. Settle now: https://rb.gy/uoHoP0b,impersonation
Gas subsidy pending. Confirm KYC instantly: https://is.gd/lKFBpTu,account_block_scam
Meter reading for account 9492740318: 405 units consumed. Bill Rs.6244. Due 9 Feb 2024.,benign
Your power supply is at risk! Bill of Rs.24569 unpaid. Prevent disconnection - pay at hxxp://utility-pay(.)in/verify/MN15t in next 60 minutes.,impersonation
Gas meter reading for September: 296 units. Bill Rs.3618. Due by 10 Jan 2024.,benign
Cheque 83979932 for Rs.7161 cleared on 7 Aug 2024. Account updated.,benign
Electricity Dept. notice: Rs.5782 overdue on account 3823846835. KYC + payment required at hxxps://myutility(.)co/bill/40t9bbD to avoid cut.,fake_payment_portal
Cylinder delivery scheduled for 6 Mar 2024. Please keep Rs.19832 ready for driver.,benign
Your account statement for January is ready. View at https://torrentpower.com/myaccount/pay/Pz87iIM9,benign
IGL Gas Bill Alert: Account 3437783312 shows Rs.20524 unpaid. Pay at https://bit.ly/elec-pay-now to continue gas supply.,kyc_scam
Notice: Water connection under review. Verify & pay Rs. 2892: http://[water-portal-help.com]/refund/MVBR7?txn=nUx2y9E5uq&uid=2vK3c3,kyc_scam
"Hi, this is City Power. Your account has Rs.23638 dues. Complete payment at https://hdfcnet-1OFrMfnKh.com/verify or service cuts tonight.",fake_payment_portal
UPI refund pending. Claim now at https%3A%2F/tinyurl.com/VHFDbe,impersonation
Final notice: Water supply to your address will be stopped for non-payment of Rs.19473. Pay immediately: http://fastpay-z4SCKtYd.cc/bill,kyc_scam
URGENT: Your water connection is due for disconnection. Outstanding dues Rs.2836. Settle here: https://torrentpower-yR1lAtS.co.in/dues,kyc_scam
Urgent bank notice: Rs.20872 transfer pending approval. Approve/reject at hxxp://gas-supply(.)co/bill/vXEZviRr within 30 minutes.,impersonation
UPI refund pending. Claim now at https://cutt.ly/ElVPf1vQ,fake_payment_portal
MGL Alert: Your CNG/PNG account has Rs.3676 dues. Pay now at http://utility-St7OD.online/pay before service is suspended.,impersonation
New water meter installation scheduled at your property on 8 Dec 2024. Be available 9 AM-1 PM.,benign
Urgent: Gas bill Rs. 5617 overdue. Pay now: https://is.gd/8Xr8EQCj7,fake_payment_portal
Scheduled maintenance tomorrow 10:00-14:00. Expect brief outage.,benign
Your water bill for December is Rs.7714. Due date: 1 Nov 2024. Pay online at https://hpcl.com/pay/E9Wc2iFQ,benign
Reminder: Water bill Rs.6919 due on 26 Mar 2024. Avoid late fees - pay at https://bescom.org/consumer/o1iaOegK/pay,benign
"Transaction alert: Rs. 8676 debited. If not you, call bank helpline.",benign
Gas service suspended due to KYC issue. Update now at https://paytm.com@is.gd/zMH8xvYKW,fake_payment_portal
Final reminder: Clear water dues Rs. 6809. Payment link: https://water-portal-help.com/update/BfZTe,impersonation
PNB Alert: Your net banking password expires today. Reset immediately at hxxp://utility-pay(.)in/verify/RhgBZt0 to avoid lockout.,impersonation
"Transaction alert: Rs.5834 debited from account 5951643005. UPI Ref: 36029388. If not done by you, call 1800-XXX.",benign
SIP of Rs.18989 processed for account 2750032272 on 25 Nov 2024. Ref: 89097961.,benign
Your monthly electricity consumption: 482 units. Bill amount Rs.18022. Pay by 21 Sep 2024.,benign
HP Gas Alert: Pending dues Rs.22988 on your account. Update KYC and pay at hxxps://waterboard-india(.)net/due/cXaaVDRLP immediately.,fake_payment_portal
TSSPDCL Alert: Unpaid bill Rs.9550 for consumer 4664717032. Pay through http://powerpay-z8H3E.store/now to prevent disconnection tonight.,impersonation
Final notice from City Power: Pending bill Rs. 8329. Pay immediately at https://rb.gy/CR9KP0NGB to avoid disconnection.,phishing_link
Water supply will stop due to unpaid bill. Pay Rs. 5608 now: https://tinyurl[.]com/BSjIWa,kyc_scam
HMWS&SB Alert: Account 8911585273 has Rs.12959 pending. Pay via http://electricity-G5dUeiIIv.xyz/pay or face water supply suspension.,impersonation
"Load shedding schedule for your area: 23 May 2024, 8:00 AM-6:00 PM. Plan accordingly.",benign
KYC expired. Update within 2 hours to avoid account freeze: https://cutt[.]ly/kpzsyBF7,impersonation
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at https://jaldiscom-BqrhG.net/pay. Ref: 85669560",kyc_scam
Gas subsidy of Rs.89 credited to your account for January. Check details at https://tatapower-ddl.com/payment/9QlpfWiW,benign
HPCL Gas Service: Pending bill Rs.18953 for consumer 7015892023. Immediate payment needed at https://torrentpower-JLww3uO.co.in/dues.,fake_payment_portal
Gas service suspended due to KYC issue. Update now at https://is.gd/UiSga740,kyc_scam
Your account statement for January is ready. View at https://netbanking.hdfcbank.com/pay/c9YuQkye,benign
Payment of Rs.1256 received for gas account 4846921442. Booking confirmed for next cycle.,benign
URGENT: Your water connection is due for disconnection. Outstanding dues Rs.10887. Settle here: https://shorturl.at/PGE386p,fake_payment_portal
Gas connection termination notice for 3135048356: Rs.8161 overdue. Clear dues at hxxp://waterservices(.)in/overdue/tscVRw to avoid disconnection.,fake_payment_portal
Your electricity bill for this cycle is Rs. 7264. Use official portal official portal.,benign
KYC updated successfully for account 3184415910. No further action required.,benign
Scheduled water supply interruption on 13 Nov 2024 for maintenance. Duration: 10:00 AM to 2:00 PM.,benign
BWSSB Notice: Pending water bill Rs.24035 for consumer 8075703526. Pay online: https://bit.ly/elec-pay-now to avoid disconnection tomorrow.,phishing_link
Gas meter reading for June: 287 units. Bill Rs.13232. Due by 2 Feb 2024.,benign
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at http://powerpay-VXLXH.store/now. Ref: 86278481",account_block_scam
